Respondent_ID,Survey_Date,Q1_Age_Group,Q2_Gender,Q3_City,City_Tier,Q4_Income_Band,Q5_Education,Q6_Occupation,Q7_Marital_Status,Q8_Skin_Type,Q9_Skin_Concerns,Q10_Skin_Tone,Q11_Medical_Conditions,Q12_Past_Skin_Failure,Q13_Outdoor_Hrs,Q14_AC_Exposure,Q15_Stress_Level,Q16_Sleep_Hours,Q17_Exercise_Freq,Q18_Food_Type,Q19_Spice_Level,Q20a_Confidence,Q20b_Trendsetter,Q20c_BrandLoyal,Q20d_HealthInvest,Q20e_ChemWorry,Q21_Shopping_Personality,Q22_Trust_Source,Q23_Ingredient_Literacy,Q24_Eco_Importance,Q25_Daily_Products,Q26_Products_Used,Q27_Formulation_Pref,Q28_Traditional_Wear,Q29_Saree_Colors,Q30_Current_Spend,Q31_WTP_Band,Q31_WTP_INR,Q32_Purchase_Channel,Q33_AI_Comfort,Q34_Existing_Subs,Q35_Discovery_Channels,Q36_Satisfaction,Q37_Intent,Q37_Intent_Binary,Age_Numeric,Income_Numeric,Psychographic_Score,Wellness_Index,Engagement_Score
RESP1030,2024-07-14,29-35,Female,Lucknow,Tier-2,75K-1.2L,Undergraduate,Student,Married-No Children,Dry,Fine Lines/Aging|Sun Damage/Tanning,Wheatish/Medium,Thyroid Disorder|Diabetes,No-Avoid New Products,1-2 hrs,4-7 hrs,4.8,<5 hrs,3-4x/week,Purely Vegetarian,3.0,2.8,3.5,2.4,2.1,3.0,Loyal Buyer,Self Research Only,Expert - research every ingredient,3.4,8+ Products,Hyaluronic Acid/Hydration|Ayurvedic/Herbal Products|Moisturiser/Day Cream|Vitamin C Serum|Face Wash/Cleanser|Under-eye Cream|Sunscreen/SPF|Night Cream/Overnight Mask,Mix of Both,Few Times/Week,Green/Teal|Yellow/Gold|Blue/Navy,Above Rs2500,300-599,450.0,Nykaa/Purplle/Tira|Brand Website D2C,2.7,No-Prefer One-time,Friends/Family,4.0,Probably Yes - Trial First,Interested,32,97000,2.8,1.73,2.93
RESP1031,2024-11-12,18-22,Female,Bengaluru,Tier-1,40K-75K,Postgraduate,Retired,Single,Normal,No Concern-Maintenance,Fair,None,Yes-Once or Twice,3-5 hrs,Rarely/Never,2.8,5-6 hrs,Daily,Non-Veg Regular,3.6,3.4,3.0,2.8,4.4,2.3,Social Follower,Social Media Influencer,Understand most ingredients,3.3,3-4 Products,Face Wash/Cleanser|Moisturiser/Day Cream|Sunscreen/SPF,Mix of Both,Festivals/Occasions Only,Blue/Navy|Green/Teal,Rs701-1200,600-999,800.0,Amazon/Flipkart,4.7,Yes-One Sub,Instagram/Reels|Friends/Family|Influencer Reco|Ads (App/TV),3.7,Definitely Yes,Interested,20,57000,3.6,3.07,4.27
RESP1032,2024-04-14,18-22,Female,Mumbai,Tier-1,75K-1.2L,Undergraduate,Homemaker,Married-With Children,Normal,No Concern-Maintenance,Dark,Eczema/Psoriasis,No-Lucky So Far,3-5 hrs,1-3 hrs,3.9,7-8 hrs,3-4x/week,Non-Veg Occasional,3.8,3.8,2.2,3.3,5.0,2.9,Reluctant Buyer,Self Research Only,Know a few key ingredients,2.8,3-4 Products,Under-eye Cream|Ayurvedic/Herbal Products|Sunscreen/SPF|Vitamin C Serum|Sheet Mask/Clay Mask|Face Wash/Cleanser|Moisturiser/Day Cream,No Preference,Few Times/Week,Pastels/Muted|Blue/Navy,Above Rs2500,1000-1499,1250.0,Amazon/Flipkart|Brand Website D2C,3.4,No-Open to It,Instagram/Reels|Influencer Reco,3.8,Probably Yes - Trial First,Interested,20,97000,3.67,2.7,4.07
RESP1033,2024-01-03,46+,Non-Binary,Rural/Small Town,Tier-3,20K-40K,High School or Below,Freelancer/Gig,Married-No Children,Oily,Oiliness/Enlarged Pores,Wheatish/Medium,Thyroid Disorder,No-Avoid New Products,>5 hrs,4-7 hrs,4.2,7-8 hrs,1-2x/week,Purely Vegetarian,2.7,5.0,3.4,2.5,3.2,2.5,Loyal Buyer,Self Research Only,Know a few key ingredients,4.1,1-2 Products,Ayurvedic/Herbal Products|Sheet Mask/Clay Mask|Sunscreen/SPF|Toner/Mist|Moisturiser/Day Cream|Niacinamide Serum|Face Wash/Cleanser,Mix of Both,Festivals/Occasions Only,Black/Charcoal|Orange/Saffron|Red/Maroon,Rs1-300,1000-1499,1250.0,Amazon/Flipkart,3.1,No-Open to It,Instagram/Reels|YouTube Reviews,2.6,Probably Yes - Trial First,Interested,52,30000,3.87,2.27,2.97
RESP1034,2024-06-01,46+,Male,Delhi/Ncr,Tier-1,75K-1.2L,Postgraduate,Self-Employed/Business,Married-With Children,Combination,Dark Spots/Pigmentation|Dryness/Flakiness|Fine Lines/Aging,Dusky/Olive,Rosacea|Known Skin Allergies,Yes-Once or Twice,3-5 hrs,4-7 hrs,4.0,5-6 hrs,1-2x/week,Non-Veg Occasional,1.9,2.2,2.8,3.4,2.9,2.1,Deal Seeker,Self Research Only,Understand most ingredients,4.2,5-7 Products,Vitamin C Serum|Face Wash/Cleanser|Niacinamide Serum|Moisturiser/Day Cream|Sunscreen/SPF|Ayurvedic/Herbal Products|Under-eye Cream|Toner/Mist,Science-backed/Clinical,Rarely/Never,Dont Wear Ethnic,Rs701-1200,1500-2499,2000.0,Nykaa/Purplle/Tira|Brand Website D2C,3.5,No-Open to It,Instagram/Reels|Online Search/Blogs,2.9,Probably Yes - Trial First,Interested,52,97000,2.63,2.0,3.1
RESP1035,2024-06-01,36-45,Female,Rural/Small Town,Tier-3,20K-40K,High School or Below,Salaried-Private,Married-No Children,Combination,Dark Spots/Pigmentation|Dullness/Uneven Tone|Dryness/Flakiness,Wheatish/Medium,Known Skin Allergies|PCOS/PCOD,Yes-Once or Twice,1-2 hrs,Rarely/Never,3.2,7-8 hrs,3-4x/week,Non-Veg Regular,4.1,4.2,2.4,2.6,3.4,2.7,Reluctant Buyer,Social Media Influencer,Never read,2.7,1-2 Products,Sunscreen/SPF|Toner/Mist|Moisturiser/Day Cream|Face Wash/Cleanser|Niacinamide Serum,Mix of Both,Festivals/Occasions Only,White/Cream,Rs1201-2500,1000-1499,1250.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Local Pharmacy,2.8,No-Prefer One-time,Instagram/Reels|Dermatologist/Doctor,2.3,Probably Yes - Trial First,Interested,40,30000,3.33,2.93,2.83
RESP1036,2024-12-23,23-28,Female,Rural/Small Town,Tier-3,75K-1.2L,Undergraduate,Freelancer/Gig,Single,Oily,No Concern-Maintenance,Wheatish/Medium,None,No-Avoid New Products,3-5 hrs,4-7 hrs,2.5,>8 hrs,3-4x/week,Purely Vegetarian,2.2,4.2,3.5,4.1,3.7,3.1,Loyal Buyer,Brand Itself,Know a few key ingredients,3.4,1-2 Products,Under-eye Cream|Face Wash/Cleanser|Toner/Mist|Ayurvedic/Herbal Products|Niacinamide Serum|Vitamin C Serum|Moisturiser/Day Cream|Sunscreen/SPF,Science-backed/Clinical,Rarely/Never,White/Cream,Rs701-1200,1000-1499,1250.0,Local Pharmacy,4.1,No-Open to It,YouTube Reviews|Friends/Family|Online Search/Blogs,2.6,Definitely Yes,Interested,25,97000,3.8,3.5,3.47
RESP1037,2024-07-11,18-22,Female,Surat,Tier-2,Above 1.2L,Postgraduate,Salaried-Private,Married-With Children,Dry,Dullness/Uneven Tone,Dusky/Olive,None,No-Lucky So Far,3-5 hrs,4-7 hrs,3.0,7-8 hrs,Never,Non-Veg Regular,3.4,2.8,3.5,4.6,2.7,2.8,Loyal Buyer,Social Media Influencer,Know a few key ingredients,3.3,1-2 Products,Vitamin C Serum|Under-eye Cream|Night Cream/Overnight Mask|Sunscreen/SPF|Moisturiser/Day Cream|Face Wash/Cleanser|Hyaluronic Acid/Hydration|Collagen/Biotin Supplements,Mix of Both,Festivals/Occasions Only,Green/Teal,Rs1201-2500,2500plus,3000.0,Amazon/Flipkart,2.9,Yes-One Sub,Instagram/Reels|Friends/Family,2.0,Probably Yes - Trial First,Interested,20,150000,3.0,2.33,2.53
RESP1038,2024-09-12,29-35,Female,Lucknow,Tier-2,20K-40K,Undergraduate,Salaried-Government,Married-No Children,Combination,Dark Circles/Puffy Eyes,Wheatish/Medium,None,No-Avoid New Products,3-5 hrs,Rarely/Never,3.5,5-6 hrs,1-2x/week,Purely Vegetarian,3.1,3.9,3.0,2.9,3.2,2.7,Social Follower,Dermatologist/Skin Specialist,Understand most ingredients,3.5,3-4 Products,Sunscreen/SPF|Moisturiser/Day Cream|Ayurvedic/Herbal Products|Toner/Mist|Face Wash/Cleanser|Niacinamide Serum,Natural/Ayurvedic Only,Few Times/Week,Blue/Navy|Orange/Saffron,Rs0,Lt300,150.0,Amazon/Flipkart|Local Pharmacy|Supermarket,3.7,Yes-Multiple Subs,Instagram/Reels|YouTube Reviews|Influencer Reco|In-store Trial,2.2,Probably Yes - Trial First,Interested,32,30000,3.37,2.17,3.03
RESP1039,2024-08-20,23-28,Female,Ahmedabad,Tier-2,Above 1.2L,Doctoral/Professional,Student,Single,Oily,Acne/Pimples|Dark Spots/Pigmentation|Oiliness/Enlarged Pores,Wheatish/Medium,None,Yes-Once or Twice,3-5 hrs,4-7 hrs,3.9,5-6 hrs,1-2x/week,Purely Vegetarian,3.3,4.9,4.5,4.0,4.4,3.2,Reluctant Buyer,Social Media Influencer,Understand most ingredients,2.4,8+ Products,Collagen/Biotin Supplements|Moisturiser/Day Cream|Retinol/Anti-aging Serum|Sunscreen/SPF|Niacinamide Serum|Vitamin C Serum|Toner/Mist|Ayurvedic/Herbal Products,Mix of Both,Festivals/Occasions Only,White/Cream,Rs701-1200,300-599,450.0,Amazon/Flipkart|Local Pharmacy,1.8,No-Open to It,Instagram/Reels|Online Search/Blogs,2.3,Definitely Yes,Interested,25,150000,4.6,2.03,2.83
RESP1040,2024-10-19,18-22,Male,Bengaluru,Tier-2,40K-75K,Doctoral/Professional,Freelancer/Gig,Married-With Children,Oily,No Concern-Maintenance,Fair,None,No-Lucky So Far,<1 hr,4-7 hrs,3.4,5-6 hrs,Daily,Purely Vegetarian,4.7,2.7,4.1,3.0,3.7,3.5,Research-First,Dermatologist/Skin Specialist,Know a few key ingredients,4.1,8+ Products,Ayurvedic/Herbal Products|Sunscreen/SPF|Niacinamide Serum|Moisturiser/Day Cream|Face Wash/Cleanser|Toner/Mist,Mix of Both,Few Times/Week,Dont Wear Ethnic,Rs1-300,600-999,800.0,Nykaa/Purplle/Tira,1.1,Yes-Multiple Subs,Instagram/Reels|Friends/Family|Dermatologist/Doctor|Influencer Reco,2.8,Undecided,Not Interested,20,57000,3.5,2.87,2.53
RESP1041,2024-09-25,29-35,Female,Bengaluru,Tier-1,20K-40K,Undergraduate,Student,Single,Oily,Dark Spots/Pigmentation|Sun Damage/Tanning,Dark,Thyroid Disorder|Rosacea,Yes-Once or Twice,<1 hr,Rarely/Never,2.8,>8 hrs,Never,Non-Veg Regular,5.0,3.6,3.8,2.4,4.6,1.9,Social Follower,Self Research Only,Understand most ingredients,3.6,8+ Products,Moisturiser/Day Cream|Face Wash/Cleanser|Ayurvedic/Herbal Products|Niacinamide Serum|Sunscreen/SPF|Toner/Mist,Mix of Both,Festivals/Occasions Only,Purple/Violet|Pink/Rose|Blue/Navy,Rs301-700,1000-1499,1250.0,Nykaa/Purplle/Tira,3.3,Yes-Multiple Subs,Friends/Family,3.2,Definitely Yes,Interested,32,30000,4.0,2.73,3.7
RESP1042,2024-03-22,18-22,Female,Pune,Tier-2,40K-75K,High School or Below,Salaried-Private,Married-With Children,Combination,Dark Circles/Puffy Eyes,Very Fair,Thyroid Disorder|Diabetes,No-Lucky So Far,1-2 hrs,>7 hrs,3.6,7-8 hrs,3-4x/week,Vegetarian+Eggs,1.7,3.8,5.0,2.8,3.9,2.7,Loyal Buyer,Dermatologist/Skin Specialist,Expert - research every ingredient,4.2,3-4 Products,Moisturiser/Day Cream|Niacinamide Serum|Toner/Mist|Sunscreen/SPF|Sheet Mask/Clay Mask|Face Wash/Cleanser,Science-backed/Clinical,Festivals/Occasions Only,Pink/Rose,Rs301-700,1000-1499,1250.0,Local Pharmacy,2.5,No-Open to It,Instagram/Reels|YouTube Reviews|Influencer Reco,4.2,Definitely Yes,Interested,20,57000,4.23,2.8,3.53
RESP1043,2024-05-22,46+,Female,Jaipur,Tier-2,20K-40K,Postgraduate,Salaried-Government,Married-No Children,Oily,Dark Spots/Pigmentation,Dark,None,No-Avoid New Products,1-2 hrs,4-7 hrs,3.9,7-8 hrs,1-2x/week,Non-Veg Regular,4.1,3.9,2.7,3.3,2.7,1.0,Research-First,AI Recommendation Engine,Know a few key ingredients,2.1,5-7 Products,Niacinamide Serum|Face Wash/Cleanser|Sunscreen/SPF|Sheet Mask/Clay Mask|Toner/Mist|Moisturiser/Day Cream,No Preference,Festivals/Occasions Only,Yellow/Gold|Red/Maroon|Pastels/Muted,Rs0,600-999,800.0,Supermarket,2.7,No-Open to It,Instagram/Reels|Friends/Family|Online Search/Blogs|In-store Trial|Ads (App/TV),2.6,Probably Yes - Trial First,Interested,52,30000,3.1,2.37,2.67
RESP1044,2024-05-13,23-28,Male,Chennai,Tier-1,75K-1.2L,Undergraduate,Self-Employed/Business,Married-With Children,Oily,Acne/Pimples|Dark Spots/Pigmentation|Dullness/Uneven Tone,Wheatish/Medium,Rosacea|Eczema/Psoriasis,Yes-Once or Twice,<1 hr,>7 hrs,3.4,7-8 hrs,1-2x/week,Non-Veg Occasional,3.1,4.1,2.3,1.6,3.1,2.8,Loyal Buyer,Close Friend/Family,Read but understand little,2.1,3-4 Products,Niacinamide Serum|Face Wash/Cleanser|Vitamin C Serum|Moisturiser/Day Cream|Sunscreen/SPF|Under-eye Cream|Toner/Mist,Natural/Ayurvedic Only,Festivals/Occasions Only,Dont Wear Ethnic,Rs701-1200,2500plus,3000.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Local Pharmacy|Supermarket|Social Commerce,1.0,Yes-One Sub,YouTube Reviews|Friends/Family,3.4,Probably Yes - Trial First,Interested,25,97000,3.17,2.53,2.5
RESP1045,2024-10-21,29-35,Male,Chennai,Tier-1,75K-1.2L,High School or Below,Salaried-Government,Single,Dry,Dryness/Flakiness|Dark Circles/Puffy Eyes,Dusky/Olive,None,Yes-Multiple Times,>5 hrs,1-3 hrs,2.3,>8 hrs,Daily,Vegetarian+Eggs,4.1,3.5,3.7,3.8,3.8,3.2,Loyal Buyer,Dermatologist/Skin Specialist,Understand most ingredients,5.0,3-4 Products,Moisturiser/Day Cream|Hyaluronic Acid/Hydration|Sunscreen/SPF|Face Wash/Cleanser|Under-eye Cream|Vitamin C Serum|Night Cream/Overnight Mask|Ayurvedic/Herbal Products,Science-backed/Clinical,Festivals/Occasions Only,Dont Wear Ethnic,Rs1201-2500,1000-1499,1250.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Brand Website D2C|Local Pharmacy|Dont Buy Skincare,4.6,No-Prefer One-time,Instagram/Reels|YouTube Reviews,2.8,Definitely Yes,Interested,32,97000,3.67,3.9,3.73
RESP1046,2024-05-20,23-28,Female,Hyderabad,Tier-1,Below 20K,Postgraduate,Salaried-Private,Married-No Children,Oily,No Concern-Maintenance,Dark,Thyroid Disorder|Known Skin Allergies,Yes-Multiple Times,1-2 hrs,>7 hrs,2.9,7-8 hrs,1-2x/week,Non-Veg Regular,4.1,3.9,2.5,3.3,2.7,3.6,Deal Seeker,Self Research Only,Know a few key ingredients,4.1,5-7 Products,Toner/Mist|Sunscreen/SPF|Moisturiser/Day Cream|Face Wash/Cleanser|Ayurvedic/Herbal Products|Niacinamide Serum,No Preference,Few Times/Week,Black/Charcoal|Orange/Saffron|Yellow/Gold,Rs301-700,600-999,800.0,Amazon/Flipkart,3.0,No-Prefer One-time,YouTube Reviews|Friends/Family,3.7,Probably No,Not Interested,25,15000,3.03,2.7,3.13
RESP1047,2024-03-16,29-35,Male,Ahmedabad,Tier-2,40K-75K,High School or Below,Student,Divorced/Separated/Widowed,Oily,Acne/Pimples,Fair,Known Skin Allergies,No-Lucky So Far,>5 hrs,Rarely/Never,4.0,7-8 hrs,Never,Vegetarian+Eggs,4.5,2.6,2.8,4.1,2.6,3.2,Research-First,Dermatologist/Skin Specialist,Know a few key ingredients,2.4,5-7 Products,Face Wash/Cleanser|Moisturiser/Day Cream|Toner/Mist|Niacinamide Serum|Sunscreen/SPF,Mix of Both,Festivals/Occasions Only,Dont Wear Ethnic,Rs1201-2500,Would Not Subscribe,0.0,Nykaa/Purplle/Tira|Local Pharmacy|Supermarket|Dont Buy Skincare,4.2,No-Open to It,Instagram/Reels|Ads (App/TV),1.9,Probably Yes - Trial First,Interested,32,57000,2.67,2.0,2.9
RESP1048,2024-03-14,29-35,Female,Bhopal,Tier-2,75K-1.2L,Postgraduate,Self-Employed/Business,Married-With Children,Sensitive,No Concern-Maintenance,Wheatish/Medium,None,Yes-Once or Twice,<1 hr,4-7 hrs,1.9,5-6 hrs,Never,Non-Veg Regular,3.5,3.5,1.8,3.7,2.6,3.5,Reluctant Buyer,Close Friend/Family,Never read,3.9,None,Vitamin C Serum|Moisturiser/Day Cream|Face Wash/Cleanser|Sunscreen/SPF|Under-eye Cream|Hyaluronic Acid/Hydration|Ayurvedic/Herbal Products,Mix of Both,Daily,Purple/Violet,Rs701-1200,1000-1499,1250.0,Social Commerce,1.5,No-Prefer One-time,Instagram/Reels|YouTube Reviews|Dermatologist/Doctor,2.5,Undecided,Not Interested,32,97000,2.63,2.37,2.2
RESP1049,2024-05-02,23-28,Female,Delhi/Ncr,Tier-1,Above 1.2L,Undergraduate,Retired,Single,Oily,Fine Lines/Aging,Dusky/Olive,None,No-Lucky So Far,<1 hr,1-3 hrs,1.2,<5 hrs,1-2x/week,Purely Vegetarian,2.4,3.0,3.4,3.3,4.0,3.1,Research-First,Social Media Influencer,Know a few key ingredients,2.7,8+ Products,Toner/Mist|Niacinamide Serum|Sunscreen/SPF|Moisturiser/Day Cream|Collagen/Biotin Supplements|Under-eye Cream|Ayurvedic/Herbal Products|Vitamin C Serum,Mix of Both,Festivals/Occasions Only,White/Cream,Rs1201-2500,2500plus,3000.0,Social Commerce,3.0,No-Open to It,Instagram/Reels|Friends/Family|Online Search/Blogs,3.4,Definitely Yes,Interested,25,150000,3.47,2.6,3.47
RESP1050,2024-06-02,46+,Female,Other Tier-2,Tier-2,40K-75K,Undergraduate,Homemaker,Single,Combination,Dullness/Uneven Tone|Dryness/Flakiness,Dusky/Olive,Eczema/Psoriasis|PCOS/PCOD,Yes-Once or Twice,1-2 hrs,>7 hrs,4.5,>8 hrs,3-4x/week,Non-Veg Occasional,4.0,2.3,1.3,2.9,3.3,2.3,Reluctant Buyer,Doctor/GP,Know a few key ingredients,1.6,5-7 Products,Ayurvedic/Herbal Products|Face Wash/Cleanser|Sunscreen/SPF|Toner/Mist|Moisturiser/Day Cream|Niacinamide Serum|Sheet Mask/Clay Mask,Science-backed/Clinical,Festivals/Occasions Only,Yellow/Gold|Orange/Saffron|Pink/Rose,Rs701-1200,600-999,800.0,Nykaa/Purplle/Tira|Amazon/Flipkart,3.3,No-Open to It,Instagram/Reels|Online Search/Blogs|In-store Trial,3.4,Probably Yes - Trial First,Interested,52,57000,2.3,2.83,3.33
RESP1051,2024-01-22,36-45,Male,Lucknow,Tier-2,Prefer Not to Say,Undergraduate,Salaried-Private,Single,Dry,Acne/Pimples|Dark Circles/Puffy Eyes,Wheatish/Medium,None,No-Avoid New Products,1-2 hrs,4-7 hrs,3.6,>8 hrs,1-2x/week,Non-Veg Occasional,3.3,2.9,2.7,4.6,4.5,1.9,Research-First,Close Friend/Family,Understand most ingredients,1.2,5-7 Products,Night Cream/Overnight Mask|Face Wash/Cleanser|Sunscreen/SPF|Moisturiser/Day Cream|Hyaluronic Acid/Hydration,Natural/Ayurvedic Only,Rarely/Never,Pink/Rose,Rs0,Lt300,150.0,Amazon/Flipkart,3.0,No-Prefer One-time,Instagram/Reels|YouTube Reviews|In-store Trial,3.4,Definitely Yes,Interested,40,45000,3.37,2.8,3.63
RESP1052,2024-04-06,46+,Female,Nagpur,Tier-2,40K-75K,Doctoral/Professional,Freelancer/Gig,Married-With Children,Combination,Fine Lines/Aging|Dark Circles/Puffy Eyes,Dusky/Olive,Eczema/Psoriasis|Diabetes,Yes-Once or Twice,>5 hrs,Rarely/Never,3.6,>8 hrs,3-4x/week,Non-Veg Regular,3.0,3.6,2.8,5.0,2.9,2.7,Early Adopter,Social Media Influencer,Never read,3.1,5-7 Products,Niacinamide Serum|Face Wash/Cleanser|Moisturiser/Day Cream|Toner/Mist|Sunscreen/SPF,Science-backed/Clinical,Rarely/Never,Purple/Violet|Blue/Navy|Orange/Saffron,Rs701-1200,1500-2499,2000.0,Social Commerce|Dont Buy Skincare,3.1,Yes-Multiple Subs,Instagram/Reels|Online Search/Blogs|Influencer Reco,4.0,Probably Yes - Trial First,Interested,52,57000,3.1,3.13,3.33
RESP1053,2024-04-16,46+,Male,Ahmedabad,Tier-2,40K-75K,Postgraduate,Salaried-Private,Married-With Children,Combination,Dark Circles/Puffy Eyes,Dusky/Olive,Rosacea,Yes-Once or Twice,<1 hr,Rarely/Never,2.1,>8 hrs,Never,Purely Vegetarian,2.8,3.8,2.4,2.9,1.6,2.2,Early Adopter,Self Research Only,Know a few key ingredients,4.5,3-4 Products,Toner/Mist|Sunscreen/SPF|Face Wash/Cleanser|Niacinamide Serum|Moisturiser/Day Cream,Science-backed/Clinical,Festivals/Occasions Only,Dont Wear Ethnic,Rs301-700,2500plus,3000.0,Nykaa/Purplle/Tira|Social Commerce,1.5,No-Prefer One-time,Dermatologist/Doctor,1.5,Undecided,Not Interested,52,57000,2.6,2.97,1.53
RESP1054,2024-03-20,29-35,Male,Surat,Tier-2,Above 1.2L,Postgraduate,Salaried-Private,Married-With Children,Oily,Acne/Pimples|Oiliness/Enlarged Pores,Dark,Known Skin Allergies|Rosacea,Yes-Once or Twice,1-2 hrs,1-3 hrs,3.8,7-8 hrs,Daily,Non-Veg Occasional,4.1,2.3,1.0,4.1,3.5,2.9,Research-First,Dermatologist/Skin Specialist,Understand most ingredients,4.5,5-7 Products,Niacinamide Serum|Toner/Mist|Sunscreen/SPF|Moisturiser/Day Cream|Under-eye Cream|Ayurvedic/Herbal Products|Face Wash/Cleanser|Vitamin C Serum,Science-backed/Clinical,Rarely/Never,Dont Wear Ethnic,Rs1201-2500,1500-2499,2000.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Local Pharmacy,3.2,No-Open to It,YouTube Reviews|Friends/Family|Dermatologist/Doctor|Ads (App/TV),1.9,Definitely Yes,Interested,32,150000,2.27,3.07,2.87
RESP1055,2024-07-11,46+,Male,Mumbai,Tier-1,40K-75K,Undergraduate,Salaried-Private,Married-No Children,Normal,Fine Lines/Aging|Sun Damage/Tanning|No Concern-Maintenance,Dusky/Olive,None,Yes-Multiple Times,>5 hrs,Rarely/Never,3.3,7-8 hrs,3-4x/week,Vegetarian+Eggs,4.6,2.6,1.0,2.6,4.9,2.5,Early Adopter,Dermatologist/Skin Specialist,Never read,4.2,3-4 Products,Moisturiser/Day Cream|Ayurvedic/Herbal Products|Face Wash/Cleanser|Sunscreen/SPF,Science-backed/Clinical,Festivals/Occasions Only,Dont Wear Ethnic,Rs301-700,1000-1499,1250.0,Nykaa/Purplle/Tira|Brand Website D2C|Supermarket,2.1,No-Open to It,Instagram/Reels|Dermatologist/Doctor|Ads (App/TV),3.3,Undecided,Not Interested,52,57000,2.83,2.9,3.43
RESP1056,2024-02-12,18-22,Female,Nagpur,Tier-2,40K-75K,Undergraduate,Salaried-Private,Married-With Children,Dry,Dullness/Uneven Tone|Dryness/Flakiness,Wheatish/Medium,None,Yes-Once or Twice,1-2 hrs,4-7 hrs,1.7,7-8 hrs,Daily,Vegetarian+Eggs,2.1,4.1,2.1,2.7,3.6,3.4,Research-First,Close Friend/Family,Understand most ingredients,3.8,3-4 Products,Sheet Mask/Clay Mask|Moisturiser/Day Cream|Night Cream/Overnight Mask|Ayurvedic/Herbal Products|Face Wash/Cleanser|Hyaluronic Acid/Hydration|Sunscreen/SPF,Mix of Both,Festivals/Occasions Only,Orange/Saffron|Green/Teal,Rs1-300,600-999,800.0,Local Pharmacy|Beauty Salon/Spa,2.3,Yes-One Sub,Instagram/Reels,3.6,Probably Yes - Trial First,Interested,20,57000,3.27,3.77,3.17
RESP1057,2024-08-20,23-28,Female,Mumbai,Tier-1,40K-75K,Undergraduate,Self-Employed/Business,Married-No Children,Normal,Dark Spots/Pigmentation|Fine Lines/Aging,Very Dark,None,No-Lucky So Far,<1 hr,4-7 hrs,4.4,7-8 hrs,Daily,Purely Vegetarian,3.8,3.9,3.3,2.9,2.5,3.0,Research-First,Close Friend/Family,Read but understand little,3.4,1-2 Products,Moisturiser/Day Cream|Ayurvedic/Herbal Products|Face Wash/Cleanser|Sunscreen/SPF,Natural/Ayurvedic Only,Rarely/Never,Blue/Navy,Rs301-700,Would Not Subscribe,0.0,Amazon/Flipkart,2.9,No-Open to It,YouTube Reviews|Influencer Reco,3.4,Probably Yes - Trial First,Interested,25,57000,3.23,2.87,2.93
RESP1058,2024-08-25,18-22,Male,Patna,Tier-2,Above 1.2L,Undergraduate,Salaried-Private,Single,Dry,Dark Spots/Pigmentation|Redness/Irritation,Wheatish/Medium,None,No-Avoid New Products,1-2 hrs,>7 hrs,3.1,5-6 hrs,1-2x/week,Purely Vegetarian,2.9,4.2,3.1,3.8,2.3,3.4,Loyal Buyer,Close Friend/Family,Understand most ingredients,4.1,5-7 Products,Moisturiser/Day Cream|Face Wash/Cleanser|Sunscreen/SPF|Night Cream/Overnight Mask|Under-eye Cream|Retinol/Anti-aging Serum|Hyaluronic Acid/Hydration|Vitamin C Serum,Natural/Ayurvedic Only,Rarely/Never,Dont Wear Ethnic,Rs701-1200,2500plus,3000.0,Amazon/Flipkart|Local Pharmacy|Supermarket,2.5,No-Open to It,Instagram/Reels|Friends/Family|Influencer Reco|In-store Trial,5.0,Probably Yes - Trial First,Interested,20,150000,3.2,2.3,3.27
RESP1059,2024-06-19,23-28,Female,Rural/Small Town,Tier-3,Above 1.2L,Postgraduate,Salaried-Private,Married-No Children,Sensitive,Acne/Pimples|Fine Lines/Aging,Very Fair,Eczema/Psoriasis|Thyroid Disorder,Yes-Multiple Times,1-2 hrs,>7 hrs,2.7,5-6 hrs,1-2x/week,Non-Veg Regular,1.9,4.6,2.8,2.2,4.6,3.4,Loyal Buyer,Doctor/GP,Know a few key ingredients,1.3,5-7 Products,Under-eye Cream|Ayurvedic/Herbal Products|Collagen/Biotin Supplements|Hyaluronic Acid/Hydration|Vitamin C Serum|Moisturiser/Day Cream|Retinol/Anti-aging Serum|Face Wash/Cleanser,Science-backed/Clinical,Festivals/Occasions Only,Red/Maroon,Above Rs2500,300-599,450.0,Brand Website D2C|Supermarket,2.6,Yes-One Sub,YouTube Reviews|Friends/Family,2.2,Definitely Yes,Interested,25,150000,4.0,2.43,3.13
